acq_date,id,path,acq_method,description,program_type,sequence_name,ch_filenames,uv_filenames
2022-08-01 19:17:52,instant_nescafe_gold,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_INSTANT_NESCAFE_GOLD.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:24:24,instant_vittoria_class,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_INSTANT_VITTORIA_CLASSIC.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:24:24,instant_vittoria_class,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_INSTANT_VITTORIA_CLASSIC.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:11:56,water,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/WATER2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:11:56,water,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/WATER2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:00:32,water,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/WATER1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 18:00:32,water,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/WATER1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:48:59,caffeine_100_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_100PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:48:59,caffeine_100_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_100PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:37:27,caffeine_100_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_100PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:37:27,caffeine_100_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_100PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:25:53,caffeine_75_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_75PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:25:53,caffeine_75_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_75PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:14:17,caffeine_75_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_75PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:14:17,caffeine_75_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_75PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:02:49,caffeine_50_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_50PPM_ISO2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 17:02:49,caffeine_50_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_50PPM_ISO2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:51:21,caffeine_50_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_50PPM_ISO1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:51:21,caffeine_50_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_50PPM_ISO1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:39:53,caffeine_25_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_25PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:39:53,caffeine_25_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_25PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:28:25,caffeine_25_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_25PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:28:25,caffeine_25_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_25PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:16:55,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_10PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:16:55,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_10PPM2.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:05:22,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_10PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 16:05:22,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence/20220801_CAFFEINE_10PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 16-04-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 15:54:23,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 15-53-17.sequence/20220801_CAFFEINE_10PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 15-53-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 15:54:23,caffeine_10_ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 15-53-17.sequence/20220801_CAFFEINE_10PPM1.D,CAFFINE_QUAN_ISOCRATIC.M,empty,sequence,2022-08-01_CAFFEINE_QUANT_SEQ 2022-08-01 15-53-17.sequence,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 13:57:24,caffeine_standard_100ppm,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_STANDARD_100PPM.D,CAFFINE_QUAN_ISOCRATIC.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 13:57:24,caffeine_standard_100ppm,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_STANDARD_100PPM.D,CAFFINE_QUAN_ISOCRATIC.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 13:01:53,Moccona classic instant,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_MOCCONA CLASSIC INSTANT.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 13:01:53,Moccona classic instant,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_MOCCONA CLASSIC INSTANT.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 12:21:02,LOR espresso ristretto,/Users/jonathan/0_jono_data/2022_caffeine-quant-study/2022-08-01_CAFFEINE_ISOCRATIC_LOR ESPRESSO RISTRETTO.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
2022-08-01 12:21:02,LOR espresso ristretto,/Users/jonathan/0_jono_data/2022-08-01_CAFFEINE_ISOCRATIC_LOR ESPRESSO RISTRETTO.D,CAF_UV_GRADIENT_4.6MM_52MIN.M,empty,single run,,"DAD1A.ch, DAD1B.ch, DAD1C.ch",
